Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
2019-SIM-202,Parr,Cassilis,Fyke Net,Muscle,2019,05-06-2019,02-08-2019,20-09-2022,6.4,Centimeters,2.702,Grams,-25.96,8.55,10.71,41.92,11.45,3.66,0.66,-24.7,
2019-SIM-230,Smolt,NW Miramichi,Rotary Screw Trap (Smolt),Muscle,2019,17-05-2019,08-08-2019,Unknown,12.1,Centimeters,15.476,Grams,-27.64,8.11,9.61,40.26,11.26,3.58,0.59,-26.5,
2019-SIM-231,Smolt,NW Miramichi,Rotary Screw Trap (Smolt),Muscle,2019,17-05-2019,13-08-2019,Unknown,13.3,Centimeters,22.199,Grams,-28.21,8.73,15.33,44.01,9.12,4.83,0.75,-25.5,
2019-SIM-253,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,26.2,Centimeters,208.099,Grams,-19.89,12.74,17.86,47.53,13.58,3.5,1.12,-18.9,
2019-SIM-254,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,24.6,Centimeters,185.134,Grams,-19.83,12.22,18.11,46.37,14.16,3.27,1.1,-19.2,
2019-SIM-255,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,25.2,Centimeters,212.22,Grams,-19.87,11.98,18.53,45.42,13.99,3.25,1.13,-19.3,
2019-SIM-256,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,24.4,Centimeters,193.865,Grams,-19.92,12.71,18.2,45.93,13.93,3.3,1.22,-19.3,
2019-SIM-257,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,23.1,Centimeters,153.033,Grams,-19.56,12.41,17.97,46.65,13.7,3.41,1.15,-18.7,
2019-SIM-258,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,20-02-2020,25,Centimeters,188.847,Grams,-19.62,12.82,18.13,46.78,14.3,3.27,1.2,-19,
2019-SIM-259,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,23.6,Centimeters,165.76,Grams,-20.14,12.71,17.05,45.95,13.82,3.32,1.09,-19.5,
2019-SIM-260,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,26.7,Centimeters,216.955,Grams,-19.77,12.41,17.23,41.76,12.83,3.25,1.03,-19.2,
2019-SIM-261,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,13-08-2019,13-3-2020,24.7,Centimeters,294.843,Grams,-19.82,12.57,17.36,46.54,13.88,3.35,1.13,-19.1,
2019-SIM-262,Alewife,Cassilis,Net Type Unknown,Muscle,2019,09-06-2019,15-08-2019,13-3-2020,25.8,Centimeters,204.331,Grams,-19.74,12.55,18.25,45.36,13.75,3.3,1.12,-19.1,
2019-SIM-270,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,22-05-2019,15-08-2019,Unknown,43.4,Centimeters,1532,Grams,-18.2,13.49,17.68,42.7,11.2,3.81,0.68,-16.7,
2019-SIM-271,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,22-05-2019,15-08-2019,Unknown,45.7,Centimeters,1164.91,Grams,-17.47,13.96,16.83,42.48,10.72,3.96,0.71,-15.7,
2019-SIM-272,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,22-05-2019,15-08-2019,Unknown,37.9,Centimeters,729.11,Grams,-16.98,13.9,16.55,41.38,11.72,3.53,0.72,-15.9,
2019-SIM-273,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,22-05-2019,15-08-2019,Unknown,49.9,Centimeters,1758.72,Grams,-18.32,13.91,19.42,41.97,12.18,3.45,0.72,-17.4,
2019-SIM-274,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,22-05-2019,15-08-2019,Unknown,39.2,Centimeters,711.98,Grams,-17.52,13.9,16.72,42.99,11.95,3.6,0.75,-16.3,
2019-SIM-275,American Eel,Bass Trap,Fyke Net,Muscle,2019,12-06-2019,16-08-2019,13-03-2020,59.6,Centimeters,331.036,Grams,-15.91,10.93,10.22,56.07,9.97,5.62,0.74,-12.6,
2019-SIM-276,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,26-05-2019,16-08-2019,27-11-2020,43.7,Centimeters,1057.21,Grams,-17.41,14.01,15.12,44.28,13.54,3.27,0.97,-16.8,
2019-SIM-277,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,26-05-2019,16-08-2019,27-11-2020,49.3,Centimeters,1599.04,Grams,-15.02,13.18,12.14,47.26,14.4,3.28,1.22,-14.4,
2019-SIM-278,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,26-05-2019,16-08-2019,27-11-2020,48.3,Centimeters,1525.54,Grams,-18.38,14.22,16.69,48.74,14.14,3.45,1.09,-17.4,
2019-SIM-280,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,26-05-2019,16-08-2019,27-11-2020,48.2,Centimeters,1576.75,Grams,-18.35,13.15,16.4,47.85,14.61,3.28,1.14,-17.7,
2019-SIM-281,American Eel,Bass Trap,Fyke Net,Muscle,2019,11-06-2019,19-08-2019,13-03-2020,34.2,Centimeters,55.079,Grams,-21.86,12.77,12.19,47.4,13.48,3.52,1.01,-20.8,
2019-SIM-282,American Eel,Bass Trap,Fyke Net,Muscle,2019,11-06-2019,19-08-2019,13-03-2020,35.5,Centimeters,74.078,Grams,-23.19,11.25,10.09,46.73,14.25,3.28,1.06,-22.6,
2019-SIM-283,American Eel,Bass Trap,Fyke Net,Muscle,2019,12-06-2019,19-08-2019,13-03-2020,78.2,Centimeters,Unknown,Grams,-21.4,13.96,12.77,52.75,11.13,4.74,0.81,-18.8,
2019-SIM-284,American Eel,Bass Trap,Fyke Net,Muscle,2019,06-07-2019,19-08-2019,13-03-2020,45.4,Centimeters,150.003,Grams,-20.23,13.76,13.05,48.08,13.76,3.49,1.11,-19.2,
2019-SIM-285,American Eel,Bass Trap,Fyke Net,Muscle,2019,06-07-2019,19-08-2019,13-03-2020,Unknown,Centimeters,138.498,Grams,-18.37,13.09,13.74,52.12,12.17,4.28,0.97,-16.2,
2019-SIM-287,American Eel,Cassilis,Fyke Net,Muscle,2019,06-06-2019,20-08-2019,13-03-2020,61,Centimeters,257.966,Grams,-30.92,6.75,3.7,55.62,10.44,5.33,0.85,-27.8,
2019-SIM-290,American Eel,Bass Trap,Fyke Net,Muscle,2019,26-06-2019,20-08-2019,13-03-2020,52,Centimeters,255.551,Grams,-14.06,10.14,11.84,50.31,12.9,3.9,0.97,-12.4,
2019-SIM-291,American Eel,Bass Trap,Fyke Net,Muscle,2019,26-06-2019,20-08-2019,13-03-2020,41.6,Centimeters,106.91,Grams,-16.01,11.44,11.62,49.34,13.23,3.73,1.06,-14.6,
2019-SIM-292,American Eel,Cassilis,Fyke Net,Muscle,2019,29-06-2019,20-08-2019,13-03-2020,37.7,Centimeters,84.538,Grams,-15.73,10.75,8.78,49.46,13.68,3.62,0.99,-14.5,
2019-SIM-293,Striped Bass,Cassilis,Net Type Unknown,Muscle,2021,04-06-2019,22-08-2019,20-09-2022,67.8,Centimeters,4033.4,Grams,-19.05,14.64,20.07,40.87,10.24,3.99,0.56,-17.3,
2019-SIM-294,American Eel,Bass Trap,Fyke Net,Muscle,2019,31-05-2019,23-08-2019,13-03-2020,41.9,Centimeters,106.61,Grams,-23.07,12.25,10.88,51.17,13.11,3.9,0.94,-21.4,
2019-SIM-295,American Eel,Bass Trap,Fyke Net,Muscle,2019,31-05-2019,23-08-2019,13-03-2020,41,Centimeters,113.674,Grams,-19.1,11.25,9.81,49.09,13.59,3.61,1.02,-17.9,
2019-SIM-296,American Eel,Cassilis,Fyke Net,Muscle,2019,30-05-2019,23-08-2019,13-03-2020,54.3,Centimeters,305.418,Grams,-22.68,11.54,11.45,52.57,11.83,4.44,0.87,-20.4,
2019-SIM-297,American Eel,Bass Trap,Fyke Net,Muscle,2019,04-06-2019,23-08-2019,13-03-2020,62.3,Centimeters,440.973,Grams,-25.53,11.57,10.8,53.27,11.47,4.64,0.89,-23,
2019-SIM-298,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,25-05-2019,27-08-2019,11-10-2022,25.5,Centimeters,217.1,Grams,-21.3,12.6,20.27,51.35,12.27,4.18,0.59,-19.3,
2019-SIM-299,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,25-05-2019,27-08-2019,11-10-2022,24.4,Centimeters,183.7,Grams,-20.24,12.76,20.26,48.78,13.15,3.71,0.66,-18.9,
2019-SIM-300,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,25-05-2019,27-08-2019,11-10-2022,26.6,Centimeters,245.6,Grams,-19.91,12.63,20.6,47.41,12.88,3.68,0.66,-18.6,
2019-SIM-301,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,25-05-2019,27-08-2019,11-10-2022,23.9,Centimeters,166.9,Grams,-19.82,12.9,20.69,46.52,13.88,3.35,0.72,-19.1,
2019-SIM-302,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,25-05-2019,27-08-2019,11-10-2022,25.4,Centimeters,237.4,Grams,-20.56,13.2,21.19,50.37,15.57,3.24,0.8,-20,
2019-SIM-304,American Eel,Cassilis,Fyke Net,Muscle,2019,30-05-2019,27-08-2019,13-03-2020,55.5,Centimeters,305.05,Grams,-23.3,11.15,10.14,49.54,13.56,3.65,0.99,-22,
2019-SIM-305,American Eel,Cassilis,Fyke Net,Muscle,2019,26-05-2019,27-08-2019,27-11-2020,42.4,Centimeters,110.405,Grams,-24.86,9.66,6.57,48.99,14.7,3.33,1.08,-24.2,
2019-SIM-306,American Eel,Bass Trap,Fyke Net,Muscle,2019,26-05-2019,27-08-2019,27-11-2020,64.5,Centimeters,437.7,Grams,-15.93,12.43,8.68,51.85,13.3,3.9,0.93,-14.3,
2019-SIM-307,American Eel,Cassilis,Fyke Net,Muscle,2019,30-05-2019,27-08-2019,27-11-2020,57.9,Centimeters,370.02,Grams,-22.58,11.73,10.28,52.39,12.47,4.2,0.81,-20.5,
2019-SIM-308,American Eel,Cassilis,Fyke Net,Muscle,2019,26-05-2019,27-08-2019,27-11-2020,47.5,Centimeters,180.25,Grams,-23.29,12.87,12.5,53.26,11.32,4.7,0.82,-20.7,
2019-SIM-310,American Eel,Cassilis,Fyke Net,Muscle,2019,31-05-2019,28-08-2019,27-11-2020,66.1,Centimeters,542.1,Grams,-22.41,13.27,13.77,55.42,10.57,5.24,0.77,-19.4,
2019-SIM-311,American Eel,Cassilis,Fyke Net,Muscle,2019,31-05-2019,29-08-2019,Unknown,643,Centimeters,532.7,Grams,-24.83,11.81,14.93,53.59,8.02,6.68,0.33,-20.9,
2019-SIM-312,American Eel,Cassilis,Fyke Net,Muscle,2019,31-05-2019,29-08-2019,Unknown,618,Centimeters,493.1,Grams,-24.21,9.86,12.68,47.9,9.91,4.83,0.42,-21.5,
2019-SIM-313,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,29-08-2019,20-02-2020,24.3,Centimeters,170.2,Grams,-19.3,12.81,17.35,45.78,14.55,3.15,1.12,-19,
2019-SIM-314,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,04-09-2019,20-02-2020,22.9,Centimeters,143.8,Grams,-19.16,11.8,17.94,47.07,14.16,3.33,1.18,-18.5,
2019-SIM-315,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,04-09-2019,20-02-2020,25,Centimeters,198.7,Grams,-19.73,12.78,17.82,46.98,14.19,3.31,1.08,-19.1,
2019-SIM-316,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,04-09-2019,20-02-2020,23.8,Centimeters,172,Grams,-18.47,12.6,18.3,46.16,14.3,3.23,1.3,-18,
2019-SIM-319,Alewife,Location Unknown,Net Type Unknown,Muscle,2019,06-06-2019,04-09-2019,Unknown,23.6,Centimeters,159.1,Grams,-19.67,12.49,20.57,42.74,10.99,3.89,0.58,-18,
2019-SIM-320,Alewife,Location Unknown,Net Type Unknown,Muscle,2019,06-06-2019,10-09-2019,Unknown,24.2,Centimeters,138.4,Grams,-19.7,12.74,21.84,31.41,8.23,3.82,0.42,-18.2,
2019-SIM-323,Alewife,Bass Trap,Net Type Unknown,Muscle,2019,06-06-2019,10-09-2019,20-02-2020,23.3,Centimeters,169.3,Grams,-18.75,13.21,15.91,46.71,14.6,3.2,1.15,-18.3,
2019-SIM-324,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,05-06-2019,10-09-2019,20-02-2020,47.3,Centimeters,1315.9,Grams,-17.07,14.24,13.12,48,15,3.2,1.12,-16.6,
2019-SIM-325,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,05-06-2019,11-09-2019,16-03-2020,44.1,Centimeters,1098.3,Grams,-16.1,14.28,10.15,47,14.63,3.21,1.06,-15.6,
2019-SIM-326,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,05-06-2019,11-09-2019,16-03-2020,48.7,Centimeters,1413.1,Grams,-17.65,14.7,11.71,47.72,14.59,3.27,1.09,-17.1,
2019-SIM-327,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,05-06-2019,11-09-2019,16-03-2020,50.3,Centimeters,1511.5,Grams,-17.22,14.71,12.03,47.26,14.61,3.23,1.04,-16.7,
2019-SIM-328,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,05-06-2019,11-09-2019,16-03-2020,46.2,Centimeters,1337.5,Grams,-17.8,14.19,14.77,47.42,14.75,3.22,1.11,-17.3,
2019-SIM-329,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,11-09-2019,16-03-2020,51.5,Centimeters,1827.2,Grams,-17.6,14.25,13.4,47.23,14.78,3.19,1.14,-17.2,
2019-SIM-330,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,12-09-2019,16-03-2020,48.4,Centimeters,1596.3,Grams,-17.55,14.26,13.74,41.76,13.19,3.17,1.05,-17.2,
2019-SIM-331,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,12-09-2019,16-03-2020,41.6,Centimeters,832.4,Grams,-19.34,13.24,11.59,46.6,14.57,3.2,1.13,-18.9,
2019-SIM-332,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,12-09-2019,16-03-2020,54.2,Centimeters,1769.3,Grams,-16.55,13.88,12.32,46.7,14.76,3.16,1.11,-16.2,
2019-SIM-333,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,12-09-2019,16-03-2020,63.5,Centimeters,3057.8,Grams,-20.18,14.82,16.49,49.55,10.5,4.72,1.17,-17.6,
2019-SIM-334,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,12-09-2019,16-03-2020,40.5,Centimeters,780,Grams,-15.58,13.95,8.09,46.78,14.52,3.22,1.03,-15.1,
2019-SIM-335,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,23-10-2019,16-03-2020,35,Centimeters,489,Grams,-16.76,14.26,13.73,46.78,14.28,3.28,1.18,-16.2,
2019-SIM-336,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,23-10-2019,16-03-2020,76,Centimeters,5766.5,Grams,-16.6,14.38,12.67,45.88,14.46,3.17,1.08,-16.2,
2019-SIM-337,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,23-10-2019,16-03-2020,45.1,Centimeters,1064.5,Grams,-17.09,14.25,12.82,46.83,14.24,3.29,1.07,-16.5,
2019-SIM-338,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2019,07-06-2019,23-10-2019,Unknown,34.1,Centimeters,667.8,Grams,-17.09,13.15,12.6,46.72,14.4,3.24,1.14,-16.6,
2019-SIM-339,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,08-06-2019,23-10-2019,Unknown,53,Centimeters,1712.14,Grams,-17.91,14.19,18.62,47.35,14.62,3.24,0.73,-17.4,
2019-SIM-340,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,08-06-2019,23-10-2019,Unknown,41.5,Centimeters,902.8,Grams,-16.04,13.39,14.61,47.1,13.06,3.61,0.77,-14.8,
2019-SIM-342,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,08-06-2019,23-10-2019,Unknown,42.6,Centimeters,873.3,Grams,-16.31,13.69,15.2,48,15.69,3.06,1.12,-16.2,
2019-SIM-343,Striped Bass,Cassilis,Net Type Unknown,Muscle,2019,08-06-2019,23-10-2019,Unknown,38.8,Centimeters,701.5,Grams,-16.81,13.83,15.56,47.19,14.8,3.19,1,-16.4,
20ME4SB-SIM-01,Fourspine Stickleback,Oak Point 1,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,0.44,Grams,-18.53,13.28,,52.12,14.67,3.55,,-17.4,No liver
20ME4SB-SIM-02,Fourspine Stickleback,Oak Point 1,Seine Net,Muscle,2019,16-05-2019,Unknown,27-11-2020,4.7,Centimeters,0.85,Grams,-17.53,12.86,14.2,43.84,12.75,3.44,0.97,-16.6,No liver
20ME4SB-SIM-03,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,27-11-2020,4.7,Centimeters,1.24,Grams,-20.64,13.59,18.26,41.84,11.19,3.74,0.88,-19.2,
20ME4SB-SIM-04,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,0.86,Grams,-23.45,14.23,,52.9,12.36,4.28,,-21.3,
20ME4SB-SIM-05,Fourspine Stickleback,NW Miramichi,Net Type Unknown,Muscle,2019,16-05-2019,Unknown,03-12-2020,4.1,Centimeters,0.95,Grams,-21.78,13.38,17.57,40.24,11.11,3.62,1.09,-20.6,
20ME4SB-SIM-06,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4.1,Centimeters,0.85,Grams,-20.7,14.49,,48.69,12.62,3.86,,-19.1,
20ME4SB-SIM-07,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,5,Centimeters,1.2,Grams,-22.3,13.85,15.77,41.85,10.05,4.17,1.26,-20.3,
20ME4SB-SIM-08,Fourspine Stickleback,Opposite Hatchet,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,3.5,Centimeters,0.8,Grams,-22.93,11.74,,46.28,12.26,3.77,,-21.5,
20ME4SB-SIM-09,Fourspine Stickleback,Opposite Hatchet,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,1.01,Grams,-22.12,14.02,,49.32,12.2,4.04,,-20.3,
20ME4SB-SIM-10,Fourspine Stickleback,Opposite Hatchet,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4,Centimeters,0.71,Grams,-22.35,10.98,,47.61,13.72,3.47,,-21.4,
20ME4SB-SIM-11,Fourspine Stickleback,Opposite Hatchet,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,3.4,Centimeters,0.4,Grams,-21.59,11.29,,48.88,13.37,3.65,,-20.3,
20ME4SB-SIM-12,Fourspine Stickleback,Opposite Hatchet,Seine Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,3.5,Centimeters,0.39,Grams,-23.13,11.97,,43.32,11.43,3.79,,-21.6,
20ME4SB-SIM-13,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,4.5,Centimeters,1.24,Grams,-21.62,14.08,,45.36,12.33,3.68,,-20.3,
20ME4SB-SIM-14,Fourspine Stickleback,Bass Trap,Fyke Net,Muscle,2019,16-05-2019,Unknown,03-12-2020,3.5,Centimeters,0.7,Grams,-20.57,13.48,,50.63,13.25,3.82,,-19,
20ME4SB-SIM-016,Fourspine Stickleback,Location Unknown,Fyke Net,Muscle,2019,16-05-2019,Unknown,Unknown,3.9,Centimeters,Unknown,Grams,-23.46,10.23,15.05,52.72,12.09,4.36,0.75,-21.2,
20ME4SB-SIM-017,Fourspine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Unknown,Unknown,Unknown,3.3,Centimeters,Unknown,Grams,-25.04,12.19,16,55.76,11.09,5.03,0.78,-22.2,
20ME4SB-SIM-018,Fourspine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Unknown,Unknown,Unknown,3.5,Centimeters,Unknown,Grams,-24.72,10.07,14.45,43.45,11.62,3.74,0.79,-23.3,
20ME4SB-SIM-019,Fourspine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Unknown,Unknown,Unknown,3,Centimeters,0.41,Grams,-26.55,9.34,12.94,55.16,11.89,4.64,0.88,-24,
20ME4SB-SIM-020,Fourspine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Unknown,Unknown,Unknown,2.5,Centimeters,0.3,Grams,-22.57,10.03,20.4,46.49,13.95,3.33,0.67,-21.9,
20MEYP-SIM-01,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,11-06-2019,Unknown,01-12-2020,9.5,Centimeters,9.9,Grams,-20.41,14.21,14.46,48.03,14.52,3.31,1.21,-19.7,
20MEYP-SIM-02,Yellow Perch,Cassilis,Fyke Net,Muscle,2019,11-06-2019,Unknown,01-12-2020,15.3,Centimeters,43.7,Grams,-33.05,10.81,7.54,48.32,14.98,3.23,1.16,-32.5,
20MEYP-SIM-03,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,07-06-2019,Unknown,01-12-2020,11.5,Centimeters,16.7,Grams,-21.73,12.65,14.12,47.64,14.57,3.27,1.34,-21.1,
20MEYP-SIM-04,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,07-06-2019,Unknown,01-12-2020,10.8,Centimeters,16.8,Grams,-20.95,12.99,15.6,47.02,14.08,3.34,1.29,-20.2,
20MEYP-SIM-05,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,07-06-2019,Unknown,01-12-2020,20.1,Centimeters,124.7,Grams,-28.08,9.79,4.54,47.14,14.64,3.22,1.38,-27.6,
20MEYP-SIM-06,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,07-06-2019,Unknown,01-12-2020,10.7,Centimeters,14.4,Grams,-21.18,12.38,14.62,47.41,14.17,3.34,1.32,-20.5,
20MEYP-SIM-07,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,07-06-2019,Unknown,01-12-2020,10.1,Centimeters,12.3,Grams,-23.03,12.19,13.25,46.67,14.07,3.32,1.33,-22.3,
20MEYP-SIM-08,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,Unknown,Unknown,01-12-2020,28.1,Centimeters,252.3,Grams,-21.47,14.2,12.49,47.13,14.78,3.19,1.31,-21,
20MEYP-SIM-09,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,06-06-2019,Unknown,01-12-2020,11,Centimeters,17.6,Grams,-20.23,13.28,14.97,47.15,14.22,3.32,1.23,-19.5,
20MEYP-SIM-10,Yellow Perch,Cassilis,Fyke Net,Muscle,2019,11-06-2019,Unknown,01-12-2020,17.8,Centimeters,65.05,Grams,-24.21,12.45,12.27,47.23,14.62,3.23,1.23,-23.7,
20MEYP-SIM-11,Yellow Perch,Cassilis,Fyke Net,Muscle,2019,11-06-2019,Unknown,01-12-2020,21.1,Centimeters,107.84,Grams,-29.29,10.59,9.06,46.57,14.6,3.19,1.32,-28.9,
20MEYP-SIM-12,Yellow Perch,Cassilis,Fyke Net,Muscle,2019,06-06-2019,Unknown,01-12-2020,25.1,Centimeters,191.88,Grams,-24.54,11.99,9.85,46.45,14.42,3.22,1.21,-24.1,
20MEYP-SIM-13,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,11-06-2019,Unknown,01-12-2020,32.3,Centimeters,369.12,Grams,-21.22,13.85,11.97,47.9,14.29,3.35,1.16,-20.5,
20MEYP-SIM-14,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,Unknown,Unknown,01-12-2020,32,Centimeters,295.89,Grams,-21.53,13.27,12.11,47.27,14.26,3.32,1.24,-20.8,
20MEYP-SIM-15,Yellow Perch,Bass Trap,Fyke Net,Muscle,2019,Unknown,Unknown,01-12-2020,33,Centimeters,342.72,Grams,-21.24,13.99,13.24,46.92,14.23,3.3,1.26,-20.6,
20ME3SB-SIM-01,Threespine Stickleback,Oak Point 3,Seine Net,Muscle,2019,06-10-2020,01-10-2020,Unknown,Unknown,Centimeters,Unknown,Grams,-15.9,11.74,18.08,39.65,12.32,3.22,0.8,-15.4,No liver
20ME3SB-SIM-02,Threespine Stickleback,Oak Point 1,Seine Net,Muscle,2019,06-10-2020,01-10-2020,Unknown,4.4,Centimeters,0.7,Grams,-17.54,12.09,18.46,46.6,14.49,3.22,1.21,-17.1,No liver
20ME3SB-SIM-03,Threespine Stickleback,Oak Point 1,Seine Net,Muscle,2019,06-10-2020,01-10-2020,Unknown,5,Centimeters,0.9,Grams,-16.11,12.2,16.35,46.57,14.16,3.29,1.16,-15.5,No liver
20ME3SB-SIM-04,Threespine Stickleback,Bass Trap,Fyke Net,Muscle,2019,17-05-2019,01-10-2020,Unknown,5,Centimeters,1.61,Grams,-21.57,12.23,22.06,46.87,12.45,3.76,1.04,-20.1,
20ME3SB-SIM-05,Threespine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Date not recorded,Unknown,Unknown,Unknown,Centimeters,Unknown,Grams,-21,13.87,19.79,46.92,13.23,3.55,0.97,-19.9,
20ME3SB-SIM-06,Threespine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Date not recorded,Unknown,Unknown,Unknown,Centimeters,Unknown,Grams,-22.32,12.36,18.87,50.16,10.17,4.93,0.62,-19.5,
20ME3SB-SIM-07,Threespine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Date not recorded,Unknown,Unknown,Unknown,Centimeters,Unknown,Grams,-21.71,12.3,19.42,46.13,12.73,3.62,0.89,-20.5,
20ME3SB-SIM-08,Threespine Stickleback,Location Unknown,Fyke Net,Muscle,2019,Date not recorded,Unknown,Unknown,Unknown,Centimeters,Unknown,Grams,-21.04,13.2,20.72,46.75,13.86,3.37,0.96,-20.3,
20MEAle-SIM-02,Alewife,Bass Trap,Gill Net,Muscle,2019,07-06-2019,Unknown,Unknown,22,Centimeters,151.25,Grams,-19.87,12.47,20.75,46.15,15.35,3.01,0.94,-19.9,
20MEAle-SIM-03,Alewife,Bass Trap,Gill Net,Muscle,2019,07-06-2019,Unknown,Unknown,23,Centimeters,150.2,Grams,-19.61,12.88,19.87,47.57,15.54,3.06,0.91,-19.5,
20MEKi-SIM-01,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2019,11-06-2019,Unknown,03-12-2020,8,Centimeters,5.4,Grams,-19.22,11.03,14.45,48.07,14.22,3.38,1.35,-18.4,
20MEKi-SIM-02,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2019,11-06-2019,Unknown,03-12-2020,7.2,Centimeters,4.56,Grams,-19.47,10.85,14.54,47.99,14.33,3.35,1.37,-18.7,
20MEKi-SIM-03,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2019,11-06-2019,Unknown,03-12-2020,5.5,Centimeters,8.1,Grams,-20.52,11.58,13.76,47.85,14.29,3.35,1.23,-19.8,
