year / année,site / site,station / station,latitude / latitude,longitude / longitude,number of samples / nombre d'échantillons,mean water temperature / température moyenne de l'eau,mean salinity / salinité moyenne,mean dissolved oxygen / oxygène dissous moyen,total species observed / total des espèces observées,total yoy measured / total des jeunes mesurés,total adults measured / total des adultes mesurés,SAV was reported / VAS a été rapporté
2005,Pictou (NS),Boat Harbour,45.67576,-62.63784,4,18.875,13.925,4.29,15,18,1190,True
2006,Pictou (NS),Boat Harbour,45.67576,-62.63784,5,18.438,20.8,7.084,29,111,1535,True
2007,Pictou (NS),Boat Harbour,45.67576,-62.63784,5,18.5,23.16,8.446,32,42,486,True
2008,Pictou (NS),Boat Harbour,45.67576,-62.63784,5,16.66,23.46,6.916,23,93,297,True
2009,Pictou (NS),Boat Harbour,45.67576,-62.63784,5,16.14,25.98,7.828,21,5,448,False
2010,Pictou (NS),Boat Harbour,45.67576,-62.63784,5,17.26,25.62,7.114,29,15,469,True
2011,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,17.233,22.733,7.26,18,29,129,True
2012,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,20.433,13.07,4.89,18,0,895,True
2013,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,19.867,17.323,4.503,17,116,246,True
2014,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,21.367,23.533,7.377,14,8,164,True
2015,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,19.5,14.38,5.147,19,21,894,False
2016,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,17.8,20.653,6.977,22,2,167,True
2017,Pictou (NS),Boat Harbour,45.67576,-62.63784,3,18.6,27.263,7.82,16,12,225,True
2018,Pictou (NS),Boat Harbour,45.67576,-62.63784,1,17.3,23.61,6.9,2,1,13,True
2019,Pictou (NS),Boat Harbour,45.67576,-62.63784,1,23.4,3.08,5.01,3,0,23,False
2004,Mill River (PE),Boat Launch,46.780395,-64.112115,5,16.46,24.364,9.64,35,1650,2890,True
2005,Mill River (PE),Boat Launch,46.780395,-64.112115,5,18.0,23.78,7.84,44,948,4067,True
2006,Mill River (PE),Boat Launch,46.780395,-64.112115,5,19.32,23.42,7.272,37,1426,1592,True
2007,Mill River (PE),Boat Launch,46.780395,-64.112115,5,19.44,24.98,7.952,36,619,3122,True
2008,Mill River (PE),Boat Launch,46.780395,-64.112115,5,19.22,21.38,9.04,42,2398,2917,True
2009,Mill River (PE),Boat Launch,46.780395,-64.112115,5,19.84,21.42,10.304,36,611,2142,True
2010,Mill River (PE),Boat Launch,46.780395,-64.112115,5,20.14,22.62,8.188,39,2122,1332,True
2011,Mill River (PE),Boat Launch,46.780395,-64.112115,3,21.933,21.367,8.903,28,609,2610,True
2012,Mill River (PE),Boat Launch,46.780395,-64.112115,3,22.333,25.1,9.343,24,449,763,True
2013,Mill River (PE),Boat Launch,46.780395,-64.112115,3,20.8,24.263,8.913,20,1654,1382,True
2014,Mill River (PE),Boat Launch,46.780395,-64.112115,3,22.667,22.683,9.497,26,549,2182,True
2015,Mill River (PE),Boat Launch,46.780395,-64.112115,3,22.233,23.24,11.443,31,52,3074,True
2016,Mill River (PE),Boat Launch,46.780395,-64.112115,1,20.7,23.1,8.9,8,0,886,True
2017,Mill River (PE),Boat Launch,46.780395,-64.112115,2,20.6,23.085,8.41,10,77,345,True
2018,Mill River (PE),Boat Launch,46.780395,-64.112115,1,19.0,19.1,9.74,8,18,1207,False
2019,Mill River (PE),Boat Launch,46.780395,-64.112115,1,22.9,15.85,9.81,9,5,826,True
2005,River Phillip (NS),Boat Launch,45.85055,-63.739472,5,17.4,22.36,8.538,39,119,2345,True
2006,River Phillip (NS),Boat Launch,45.85055,-63.739472,3,17.967,22.233,7.93,20,54,1988,True
2007,River Phillip (NS),Boat Launch,45.85055,-63.739472,4,19.9,25.35,8.505,29,614,1472,True
2008,River Phillip (NS),Boat Launch,45.85055,-63.739472,5,18.18,19.0,8.28,40,1859,5213,True
2009,River Phillip (NS),Boat Launch,45.85055,-63.739472,5,18.72,21.56,8.764,43,885,3995,True
2004,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,17.66,26.94,7.706,48,1032,6222,True
2005,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,21.06,23.06,8.942,37,433,4134,True
2006,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,20.06,23.36,8.924,44,422,3234,True
2007,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,20.02,21.04,10.974,47,1818,4727,True
2008,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,19.66,22.16,8.428,43,1224,2956,True
2009,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,20.3,23.3,9.956,48,422,5883,True
2010,Pictou (NS),Boggs Brook,45.64062,-62.72919,5,20.06,25.44,8.882,53,149,1890,True
2011,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,21.8,24.267,7.78,28,471,1234,True
2012,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,24.0,24.26,9.41,21,30,835,True
2013,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,22.067,24.617,8.773,28,102,304,True
2014,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,22.7,22.63,8.507,18,8,301,True
2015,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,22.967,14.69,10.397,29,334,1094,True
2016,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,21.667,24.573,8.02,25,31,2587,True
2017,Pictou (NS),Boggs Brook,45.64062,-62.72919,3,22.567,26.557,8.287,20,4,777,True
2018,Pictou (NS),Boggs Brook,45.64062,-62.72919,1,26.0,16.54,9.87,6,0,1000,True
2019,Pictou (NS),Boggs Brook,45.64062,-62.72919,1,23.3,4.15,15.23,9,0,1319,True
2004,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,17.948,23.458,7.902,49,1438,3147,True
2005,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,21.828,21.742,9.976,48,2242,8831,True
2006,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,20.38,23.78,6.448,36,189,4404,True
2007,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,18.92,24.38,6.926,34,95,1885,True
2008,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,18.54,13.02,8.146,40,317,2526,True
2009,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,20.16,19.32,9.568,43,128,3852,True
2010,Scoudouc River (NB),Breakwater,46.217178,-64.551758,5,18.84,21.84,8.708,31,781,3928,True
2011,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,20.467,22.4,8.83,25,73,884,True
2012,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,21.38,24.447,7.25,30,48,1899,True
2013,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,20.8,16.953,8.213,26,623,1375,True
2014,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,22.067,16.563,8.0,19,42,669,True
2015,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,20.867,23.187,8.12,21,29,1350,True
2016,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,18.967,14.41,8.22,30,291,1501,True
2017,Scoudouc River (NB),Breakwater,46.217178,-64.551758,3,19.267,24.147,6.697,23,46,716,False
2018,Scoudouc River (NB),Breakwater,46.217178,-64.551758,1,12.2,13.65,8.4,10,0,1454,False
2019,Scoudouc River (NB),Breakwater,46.217178,-64.551758,1,16.3,21.58,8.17,7,0,446,False
2004,Cocagne (NB),Breau Road,46.36724,-64.61738,5,19.346,27.434,8.984,30,1036,1226,True
2005,Cocagne (NB),Breau Road,46.36724,-64.61738,5,21.55,23.625,8.37,41,992,3034,True
2006,Cocagne (NB),Breau Road,46.36724,-64.61738,4,19.95,26.85,7.568,26,0,10632,True
2007,Cocagne (NB),Breau Road,46.36724,-64.61738,5,18.9,26.22,8.64,27,415,1007,True
2008,Cocagne (NB),Breau Road,46.36724,-64.61738,5,17.74,23.4,7.274,42,152,2588,True
2009,Cocagne (NB),Breau Road,46.36724,-64.61738,5,19.58,26.16,8.736,29,400,2033,True
2010,Cocagne (NB),Breau Road,46.36724,-64.61738,5,21.4,24.52,8.124,34,2732,4957,True
2011,Cocagne (NB),Breau Road,46.36724,-64.61738,3,17.8,22.267,7.83,27,207,1759,True
2012,Cocagne (NB),Breau Road,46.36724,-64.61738,3,19.733,24.933,7.54,19,92,1032,True
2013,Cocagne (NB),Breau Road,46.36724,-64.61738,3,20.567,24.51,7.94,23,18,912,True
2014,Cocagne (NB),Breau Road,46.36724,-64.61738,3,20.833,25.6,8.883,20,43,510,True
2015,Cocagne (NB),Breau Road,46.36724,-64.61738,3,19.333,24.023,7.93,25,3,320,True
2016,Cocagne (NB),Breau Road,46.36724,-64.61738,3,19.967,25.037,8.567,27,4,583,True
2017,Cocagne (NB),Breau Road,46.36724,-64.61738,3,18.067,22.503,7.373,24,129,692,True
2018,Cocagne (NB),Breau Road,46.36724,-64.61738,1,13.4,24.46,8.82,10,0,393,True
2019,Cocagne (NB),Breau Road,46.36724,-64.61738,1,21.7,25.27,9.68,7,0,218,True
2011,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,19.633,26.067,7.01,28,422,5186,True
2012,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,21.967,25.667,11.187,15,45,1368,True
2013,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,18.233,20.907,7.813,29,345,2814,True
2014,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,20.9,23.533,8.233,29,351,1243,True
2015,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,20.867,25.09,9.163,21,169,2325,True
2016,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,23.8,24.2,6.85,20,765,9549,True
2017,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,3,20.933,24.56,7.957,22,170,1340,True
2018,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,1,25.3,23.62,11.49,8,0,262,True
2019,Brackley/Covehead (PE),Brewster,46.41694444444445,-63.1908333333333,1,0,0,0,10,83,575,True
2007,Pugwash (NS),Brickyard,45.85025,-63.66695,5,17.52,26.66,9.076,22,55,1482,True
2008,Pugwash (NS),Brickyard,45.85025,-63.66695,5,18.12,25.04,8.532,20,248,618,True
2009,Pugwash (NS),Brickyard,45.85025,-63.66695,5,18.92,27.34,9.304,23,907,782,True
2010,Pugwash (NS),Brickyard,45.85025,-63.66695,5,18.3,27.4,8.292,19,88,1095,True
2011,Pugwash (NS),Brickyard,45.85025,-63.66695,3,20.067,25.7,9.203,7,1,62,True
2012,Pugwash (NS),Brickyard,45.85025,-63.66695,3,19.967,26.67,9.247,14,0,384,True
2013,Pugwash (NS),Brickyard,45.85025,-63.66695,3,22.1,26.897,8.7,14,37,359,True
2014,Pugwash (NS),Brickyard,45.85025,-63.66695,3,19.567,25.983,7.817,14,35,167,True
2015,Pugwash (NS),Brickyard,45.85025,-63.66695,3,19.167,27.833,9.293,10,2,80,False
2016,Pugwash (NS),Brickyard,45.85025,-63.66695,3,18.333,27.623,7.763,18,124,189,True
2017,Pugwash (NS),Brickyard,45.85025,-63.66695,3,18.233,26.38,8.1,8,1,642,False
2018,Pugwash (NS),Brickyard,45.85025,-63.66695,1,23.0,26.7,7.29,4,2,25,True
2019,Pugwash (NS),Brickyard,45.85025,-63.66695,1,20.0,26.56,7.92,0,0,0,False
2007,Shediac River (NB),Bridge in,46.273467,-64.576255,5,19.78,19.5,7.164,41,401,1915,True
2008,Shediac River (NB),Bridge in,46.273467,-64.576255,5,17.56,17.72,8.176,39,686,2523,True
2009,Shediac River (NB),Bridge in,46.273467,-64.576255,5,18.56,17.46,8.724,41,429,3442,True
2010,Shediac River (NB),Bridge in,46.273467,-64.576255,5,18.52,20.46,7.87,41,213,3133,True
2011,Shediac River (NB),Bridge in,46.273467,-64.576255,3,19.667,18.767,7.72,25,65,933,True
2012,Shediac River (NB),Bridge in,46.273467,-64.576255,3,22.95,21.863,8.107,31,306,2073,True
2013,Shediac River (NB),Bridge in,46.273467,-64.576255,3,22.0,17.35,8.26,28,152,1494,True
2014,Shediac River (NB),Bridge in,46.273467,-64.576255,3,23.067,17.767,8.283,19,51,412,True
2015,Shediac River (NB),Bridge in,46.273467,-64.576255,3,22.067,20.513,8.317,25,53,506,True
2016,Shediac River (NB),Bridge in,46.273467,-64.576255,3,19.433,13.527,8.453,33,58,762,True
2017,Shediac River (NB),Bridge in,46.273467,-64.576255,3,21.0,22.343,7.253,22,152,463,True
2018,Shediac River (NB),Bridge in,46.273467,-64.576255,1,16.1,17.75,10.21,12,3,2015,False
2019,Shediac River (NB),Bridge in,46.273467,-64.576255,1,17.3,23.05,8.0,7,0,574,False
2004,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,19.152,24.824,8.29,40,1691,3148,True
2005,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,18.9,22.568,6.594,50,1528,4295,True
2006,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,19.64,25.76,6.452,36,1320,1546,True
2007,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,19.68,24.66,8.078,37,595,2333,True
2008,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,18.36,14.62,8.29,39,286,2727,True
2009,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,18.88,19.18,7.64,34,86,2380,True
2010,Scoudouc River (NB),Bridge out,46.219562,-64.553471,5,18.272,23.72,7.234,35,1111,2685,True
2011,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,20.367,20.733,8.47,23,154,731,True
2012,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,21.5,25.067,7.81,31,30,2173,True
2013,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,22.3,18.123,9.483,22,220,1219,True
2014,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,24.133,20.08,8.427,21,2,1261,True
2015,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,21.067,24.147,8.397,24,70,1302,True
2016,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,18.567,19.137,7.813,24,18,1389,False
2017,Scoudouc River (NB),Bridge out,46.219562,-64.553471,3,19.4,23.663,7.807,23,30,500,False
2018,Scoudouc River (NB),Bridge out,46.219562,-64.553471,1,14.7,18.26,8.15,11,0,1996,True
2019,Scoudouc River (NB),Bridge out,46.219562,-64.553471,1,16.7,17.12,7.86,10,0,1201,False
2004,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,17.132,7.648,8.912,36,253,1718,True
2005,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,19.32,6.06,8.1,33,31,734,False
2006,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,18.22,6.92,7.188,23,8,323,True
2007,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,18.32,25.04,12.562,23,5034,2309,True
2008,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,16.18,12.8,9.588,38,58,2142,True
2009,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,16.14,22.58,10.2,33,338,6602,True
2010,Miramichi (NB),Burnt Church,47.193236,-65.136361,5,20.42,24.74,8.718,28,3,13117,True
2011,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,25.6,21.433,8.26,20,233,2507,True
2012,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,22.633,24.433,10.017,17,381,1476,True
2013,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,19.367,17.69,9.13,13,357,1364,True
2014,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,21.0,19.213,8.5,19,419,1648,True
2015,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,20.5,23.657,8.8,20,699,991,True
2016,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,17.067,22.717,7.487,22,58,4064,True
2017,Miramichi (NB),Burnt Church,47.193236,-65.136361,3,23.733,21.833,9.493,21,898,4740,True
2018,Miramichi (NB),Burnt Church,47.193236,-65.136361,1,11.4,19.2,9.85,10,0,110,False
2019,Miramichi (NB),Burnt Church,47.193236,-65.136361,1,18.1,22.57,9.26,8,0,92,True
2019,Souris (PE),Cahil Lane 10%,46.379258,-62.289264,3,14.6,5.077,10.82,21,363,494,True
2019,Wheatley (PE),Cameron Lane 10%,46.38974,-63.270994,2,23.85,20.52,16.125,5,1,352,True
2009,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,4,15.225,27.4,8.77,17,282,262,True
2010,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,5,16.36,27.16,9.056,19,261,180,True
2011,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,20.167,24.533,8.807,9,45,107,True
2012,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,19.7,25.483,8.5,11,35,22,True
2013,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,19.0,26.913,9.433,10,123,5480,True
2014,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,19.433,27.11,8.74,14,2,392,True
2015,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,19.0,25.55,9.2,16,219,262,True
2016,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,19.733,25.893,10.393,12,19,420,True
2017,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,3,20.2,26.96,7.68,13,637,124,True
2018,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,1,15.0,25.71,9.84,2,0,146,True
2019,Cap-Pelé (NB),Camp Ta-Wa-Si,46.1827,-64.11454,1,17.5,27.2,8.73,5,0,31,False
2009,Tatamagouche (NS),Cape John,45.79205,-63.103233,5,16.4,23.86,8.464,21,216,888,True
2010,Tatamagouche (NS),Cape John,45.79205,-63.103233,5,17.854,27.732,8.322,15,41,202,True
2011,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,22.767,24.6,9.377,9,191,512,True
2012,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,22.267,26.78,8.603,10,0,483,True
2013,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,19.567,26.997,8.37,13,5,382,True
2014,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,21.433,26.863,8.633,9,5,30,True
2015,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,19.533,27.907,8.49,14,180,240,True
2016,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,21.7,28.07,8.093,6,45,310,True
2017,Tatamagouche (NS),Cape John,45.79205,-63.103233,3,21.567,27.233,8.603,10,3,226,True
2018,Tatamagouche (NS),Cape John,45.79205,-63.103233,1,17.0,25.3,11.2,6,0,17,True
2019,Tatamagouche (NS),Cape John,45.79205,-63.103233,1,20.8,26.56,8.53,0,0,0,True
2005,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,5,12.9,25.193,8.73,25,78,1151,True
2006,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,5,16.675,27.875,6.7,15,469,3525,True
2007,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,5,17.28,28.02,8.332,14,131,300,True
2008,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,5,18.2,26.56,8.364,18,358,1245,True
2009,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,4,17.095,27.947,8.145,19,954,2494,True
2010,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,5,20.44,27.94,8.104,21,953,707,True
2011,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.0,27.133,7.803,8,235,53,True
2012,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.9,27.133,6.903,12,78,757,True
2013,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.667,27.427,7.943,10,132,65,True
2014,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.2,27.173,8.037,10,149,78,True
2015,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,17.6,26.22,8.043,12,482,97,True
2016,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.667,26.193,9.677,9,20,723,False
2017,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,3,19.0,27.283,8.097,15,318,95,False
2018,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,1,18.4,27.27,10.16,1,0,336,False
2019,Cape Jourimain (NB),Cape Tourmentine,46.13285,-63.784783,1,21.8,27.22,7.96,2,0,6,False
2009,Bathurst Harbour (NB),Caron Point,47.65259,-65.62222,5,16.76,21.48,10.318,27,626,5729,True
2010,Bathurst Harbour (NB),Caron Point,47.65259,-65.62222,2,20.85,25.3,7.79,11,256,887,True
2011,Bathurst Harbour (NB),Caron Point,47.65259,-65.62222,3,18.1,15.6,7.543,22,227,1648,True
2006,Richibouctou (NB),Carson Landing,46.644702,-64.870099,5,18.28,20.6,7.768,46,373,1037,True
2007,Richibouctou (NB),Carson Landing,46.644702,-64.870099,5,17.1,21.46,8.318,40,201,1508,True
2008,Richibouctou (NB),Carson Landing,46.644702,-64.870099,5,16.34,17.66,7.968,48,89,5545,True
2009,Richibouctou (NB),Carson Landing,46.644702,-64.870099,5,16.92,18.84,8.942,54,442,3606,True
2010,Richibouctou (NB),Carson Landing,46.644702,-64.870099,5,16.7,21.3,8.904,43,282,2101,True
2011,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,20.133,16.767,7.85,30,127,791,True
2012,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,19.467,22.33,7.29,26,41,693,True
2013,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,18.933,20.33,7.923,32,169,503,True
2014,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,18.5,19.747,7.953,20,91,281,True
2015,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,20.3,22.223,9.0,25,10,350,True
2016,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,19.47,21.073,8.743,35,50,1736,True
2017,Richibouctou (NB),Carson Landing,46.644702,-64.870099,3,20.067,22.383,8.013,27,246,1944,True
2008,Cheticamp (NS),Causeway,46.60239,-61.0345,5,17.66,25.86,8.472,35,373,3608,True
2009,Cheticamp (NS),Causeway,46.60239,-61.0345,5,16.74,27.12,8.88,32,639,3880,True
2010,Cheticamp (NS),Causeway,46.60239,-61.0345,5,17.0,25.3,8.107,37,261,3840,True
2011,Cheticamp (NS),Causeway,46.60239,-61.0345,3,20.167,26.633,7.95,23,384,1234,True
2012,Cheticamp (NS),Causeway,46.60239,-61.0345,3,20.467,27.713,8.517,22,5,525,True
2013,Cheticamp (NS),Causeway,46.60239,-61.0345,3,19.7,27.337,7.987,24,184,1284,True
2014,Cheticamp (NS),Causeway,46.60239,-61.0345,3,19.067,21.187,14.24,22,301,3320,True
2015,Cheticamp (NS),Causeway,46.60239,-61.0345,3,17.1,28.843,9.177,24,24,1181,True
2016,Cheticamp (NS),Causeway,46.60239,-61.0345,3,16.267,27.18,8.883,14,3,1443,True
2017,Cheticamp (NS),Causeway,46.60239,-61.0345,3,20.233,27.627,8.127,27,118,2253,True
2018,Cheticamp (NS),Causeway,46.60239,-61.0345,1,9.4,25.7,12.24,8,1,216,True
2008,Souris (PE),Causeway East (50%),46.35652,-62.27541,5,15.42,27.5,8.328,29,1454,3965,True
2009,Souris (PE),Causeway East (50%),46.35652,-62.27541,5,14.98,28.0,9.26,24,16,1471,True
2010,Souris (PE),Causeway East (50%),46.35652,-62.27541,5,16.5,26.9,8.84,18,62,1550,True
2011,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,17.9,27.85,7.92,13,49,326,True
2012,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,17.4,27.733,7.477,13,48,1106,True
2013,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,19.8,27.827,10.103,8,268,246,True
2014,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,19.533,26.563,9.96,15,100,2810,True
2015,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,17.867,23.483,10.403,14,3,1804,True
2016,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,17.0,25.733,8.213,12,8,2284,True
2017,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,17.667,27.193,7.907,16,179,1245,True
2018,Souris (PE),Causeway East (50%),46.35652,-62.27541,1,9.3,27.77,9.75,3,0,10,False
2019,Souris (PE),Causeway East (50%),46.35652,-62.27541,3,18.033,23.633,8.02,22,1432,3683,True
2005,Pinette (PE),Causeway North,46.06005,-62.90985,4,18.9,26.15,7.647,18,9,1839,True
2006,Pinette (PE),Causeway North,46.06005,-62.90985,2,20.0,27.3,7.43,11,50,1718,True
2007,Pinette (PE),Causeway North,46.06005,-62.90985,5,16.9,26.76,8.07,29,229,3900,True
2008,Pinette (PE),Causeway North,46.06005,-62.90985,5,17.16,24.04,8.2,30,760,1797,True
2009,Pinette (PE),Causeway North,46.06005,-62.90985,5,18.94,26.2,8.224,26,411,3208,True
2010,Pinette (PE),Causeway North,46.06005,-62.90985,5,17.9,25.6,7.122,27,105,892,True
2011,Pinette (PE),Causeway North,46.06005,-62.90985,3,17.867,25.567,7.507,15,16,3085,True
2012,Pinette (PE),Causeway North,46.06005,-62.90985,3,20.933,26.0,8.873,10,1,638,True
2013,Pinette (PE),Causeway North,46.06005,-62.90985,3,21.967,26.183,9.327,12,530,1455,True
