site,province,station,latitude_de_station,longitude_de_station,saisons_en_opération_et_nombre_échontillions,liste_des_espèces_capturées,list_de_VAS,nombre_total_de_poisson_capturées,nombre_annuel_moyen_de_poissons_capturés
Tatamagouche,N-É,Hamelton Lane,45.760967,-63.188167,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune commune, Zostere marine, Algue verte, Espece Fucus",5002,454.73
Tatamagouche,N-É,Island Road,45.756033,-63.339,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus",27992,2544.73
Tatamagouche,N-É,Malagash Centre,45.77285,-63.305167,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus",14702,1336.55
Tatamagouche,N-É,Rollie's,45.75675,-63.084417,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(2), 2018(1), 2019(1)","Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus",8028,729.82
Tatamagouche,N-É,Tim Horton,45.735417,-63.318383,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Bar-perche, Turbot de sable, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus",10515,955.91
Basin Head,Î-P-É,Across Lagoon,46.384835,-62.109143,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(4), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",52361,3272.56
Basin Head,Î-P-É,Across Slipway,46.382572,-62.110019,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(4), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",56554,3534.63
Basin Head,Î-P-É,Opposite House,46.385205,-62.116711,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(4), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",78623,4913.94
Basin Head,Î-P-É,Shambles,46.387051,-62.114297,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(4), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(2)","Gaspereau, Maquereau bleu, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",86173,5385.81
Basin Head,Î-P-É,Slipway,46.383134,-62.11238,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(4), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",94045,5877.81
Basin Head,Î-P-É,Small Creek,46.387556,-62.106785,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(3), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",39461,2466.31
Brackley/Covehead,Î-P-É,Brewster,46.41694444444445,-63.1908333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Ruppie maritime",27012,3001.33
Brackley/Covehead,Î-P-É,Golfe Course,46.41305555555556,-63.1166666666667,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Ruppie maritime",10512,1168.00
Brackley/Covehead,Î-P-É,MacMillan's Point,46.420833333333334,-63.1658333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Espèce inconnue, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Ruppie maritime",24970,2774.44
Brackley/Covehead,Î-P-É,Marcie's,46.422222222222224,-63.1433333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Bar rayé, Épinoche a trois épines, Espèce inconnue, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",21748,2416.44
Brackley/Covehead,Î-P-É,Mary's,46.416111111111114,-63.1655555555556,"2011(2), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Épinoche a cinq épines, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte",21298,2366.44
Brackley/Covehead,Î-P-É,Osprey Point,46.411944444444444,-63.1836111111111,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Ruppie maritime",55802,6200.22
Brudenell-Montague,Î-P-É,Aitken Point,46.172776,-62.547863,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Laminaires, Espece Fucus",32041,2136.07
Brudenell-Montague,Î-P-É,Island East,46.197824,-62.578086,"2005(4), 2006(3), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus",29642,1976.13
Brudenell-Montague,Î-P-É,Island West,46.197877,-62.578434,"2005(4), 2006(3), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus",20448,1363.20
Brudenell-Montague,Î-P-É,Parker's Point,46.183691,-62.543005,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",22062,1470.80
Brudenell-Montague,Î-P-É,Richmond Street,46.181156,-62.539139,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Crabe vert, Crabe de vase, Choquemort, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus",23131,1542.07
Brudenell-Montague,Î-P-É,Wightman's Point,46.163516,-62.532719,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Laminaires, Espece Fucus",9956,663.73
Dunk River,Î-P-É,Baker's Launch 50%,46.369117,-63.755742,2019(3),"Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge",Algue verte,531,531.00
Dunk River,Î-P-É,Bayside road 100%,46.383017,-63.762294,2019(2),"Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge",,132,132.00
Dunk River,Î-P-É,Hurd's Point road 50%,46.349109,-63.762092,2019(3),"Gaspereau, Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines",Algue verte,773,773.00
Dunk River,Î-P-É,Olscamp Lane 100%,46.370926,-63.801073,2019(2),"Capucette dAtlantique, Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge",Espece Fucus,860,860.00
Dunk River,Î-P-É,Staverts Shore 10%,46.357944,-63.731488,2019(2),"Capucette dAtlantique, Épinoche a quatre épines, Crevette dherbe, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge",Algue verte,433,433.00
Dunk River,Î-P-É,Woodside Shore rd 10%,46.34849,-63.729185,2019(3),"Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge",Algue verte,2573,2573.00
Enmore,Î-P-É,Coop Road (Dry Wharf),46.59992,-64.07742,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune commune, Zostere marine, Algue verte",7332,1222.00
Enmore,Î-P-É,Ed Yeo,46.56501,-64.07073,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Ruppie maritime",3070,511.67
Enmore,Î-P-É,Enman Shore,46.58261,-64.06773,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte",14772,2462.00
Enmore,Î-P-É,Higgin's wharf,46.54865,-64.08741,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Zostere marine, Algue verte",4786,797.67
Enmore,Î-P-É,McGees Field,46.62024,-64.08209,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Espèce inconnue, Plie rouge","Algue brune commune, Zostere marine, Algue verte, Espece Fucus",8104,1350.67
Enmore,Î-P-É,Portage Shore,46.578,-64.05475,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Zostere marine, Algue verte",13095,2182.50
Hillsborough,Î-P-É,Aptose Road,46.219466,-63.113672,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",41884,3807.64
Hillsborough,Î-P-É,Hillsborough Hospital,46.253637326,-63.098152896,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",22505,2045.91
Hillsborough,Î-P-É,Horton Park,46.242433,-63.090807999,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",17136,1557.82
Hillsborough,Î-P-É,Queen Elizabeth Park,46.2482,-63.1535,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Maquereau bleu, Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",26807,2437.00
Hillsborough,Î-P-É,Rocky Point,46.20736,-63.14716,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",12156,1105.09
Hillsborough,Î-P-É,West River/Causeway,46.188544,-63.232663,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",21748,1977.09
Malpèque Bay,Î-P-É,Beech Point,46.494013,-63.747559001,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile",19145,1740.45
Malpèque Bay,Î-P-É,Belmont Park,46.5153,-63.8311,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Espèce inconnue, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus",13886,1262.36
Malpèque Bay,Î-P-É,Keirs Shore,46.525798,-63.697348999,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",17129,1557.18
Malpèque Bay,Î-P-É,Montgomery Road,46.559339432,-63.711283524,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",15577,1416.09
Malpèque Bay,Î-P-É,Old Ferry Road,46.512100991,-63.888895787,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",17457,1587.00
Malpèque Bay,Î-P-É,Ramsay Farm,46.5862,-63.852168,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Ruppie maritime",12964,1178.55
