site,province,station,station_latitude,station_longitude,seasons_in_operation_and_samples_collected,list_of_species_caught,list_of_SAV,total_number_of_fish_caught,mean_annual_number_of_fish_caught
Basin Head,PE,Small Creek,46.387556,-62.106785,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(3), 2011(4), 2012(5), 2013(5), 2014(5), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Alewife (Gaspereau), American Eel, American Sand Lance, Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, White Hake, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed",39461,2466.31
Brackley/Covehead,PE,Brewster,46.41694444444445,-63.1908333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Widgeon grass",27012,3001.33
Brackley/Covehead,PE,Golfe Course,46.41305555555556,-63.1166666666667,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Widgeon grass",10512,1168.00
Brackley/Covehead,PE,MacMillan's Point,46.420833333333334,-63.1658333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Unknown species, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Widgeon grass",24970,2774.44
Brackley/Covehead,PE,Marcie's,46.422222222222224,-63.1433333333333,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Striped Bass, Threespine Stickleback, Unknown species, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",21748,2416.44
Brackley/Covehead,PE,Mary's,46.416111111111114,-63.1655555555556,"2011(2), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae",21298,2366.44
Brackley/Covehead,PE,Osprey Point,46.411944444444444,-63.1836111111111,"2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Widgeon grass",55802,6200.22
Brudenell-Montague,PE,Aitken Point,46.172776,-62.547863,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Kelps, Rockweed",32041,2136.07
Brudenell-Montague,PE,Island East,46.197824,-62.578086,"2005(4), 2006(3), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Rockweed",29642,1976.13
Brudenell-Montague,PE,Island West,46.197877,-62.578434,"2005(4), 2006(3), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Blueback Herring, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Rockweed",20448,1363.20
Brudenell-Montague,PE,Parker's Point,46.183691,-62.543005,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed",22062,1470.80
Brudenell-Montague,PE,Richmond Street,46.181156,-62.539139,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Green Crab, Mud Crab, Mummichog, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Rockweed",23131,1542.07
Brudenell-Montague,PE,Wightman's Point,46.163516,-62.532719,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Kelps, Rockweed",9956,663.73
Dunk River,PE,Baker's Launch 50%,46.369117,-63.755742,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder",Green algae,531,531.00
Dunk River,PE,Bayside road 100%,46.383017,-63.762294,2019(2),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder",,132,132.00
Dunk River,PE,Hurd's Point road 50%,46.349109,-63.762092,2019(3),"Alewife (Gaspereau), Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback",Green algae,773,773.00
Dunk River,PE,Olscamp Lane 100%,46.370926,-63.801073,2019(2),"Atlantic Silverside, Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder",Rockweed,860,860.00
Dunk River,PE,Staverts Shore 10%,46.357944,-63.731488,2019(2),"Atlantic Silverside, Fourspine Stickleback, Grass Shrimp, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder",Green algae,433,433.00
Dunk River,PE,Woodside Shore rd 10%,46.34849,-63.729185,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder",Green algae,2573,2573.00
Enmore,PE,Coop Road (Dry Wharf),46.59992,-64.07742,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Sand Shrimp, Smooth Flounder, Threespine Stickleback, White Perch, Winter Flounder","Common brown algae, Eelgrass, Green algae",7332,1222.00
Enmore,PE,Ed Yeo,46.56501,-64.07073,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), American Eel, Atlantic Silverside, Atlantic Tomcod, Banded Killifish, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Striped Bass, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Widgeon grass",3070,511.67
Enmore,PE,Enman Shore,46.58261,-64.06773,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",14772,2462.00
Enmore,PE,Higgin's wharf,46.54865,-64.08741,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Eelgrass, Green algae",4786,797.67
Enmore,PE,McGees Field,46.62024,-64.08209,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Unknown species, Winter Flounder","Common brown algae, Eelgrass, Green algae, Rockweed",8104,1350.67
Enmore,PE,Portage Shore,46.578,-64.05475,"2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Eelgrass, Green algae",13095,2182.50
Hillsborough,PE,Aptose Road,46.219466,-63.113672,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Sand Shrimp, Smooth Flounder, Threespine Stickleback","Brown fuzzy algae, Eelgrass, Green algae, Rockweed, Widgeon grass",41884,3807.64
Hillsborough,PE,Hillsborough Hospital,46.253637326,-63.098152896,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",22505,2045.91
Hillsborough,PE,Horton Park,46.242433,-63.090807999,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Rockweed, Widgeon grass",17136,1557.82
Hillsborough,PE,Queen Elizabeth Park,46.2482,-63.1535,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Mackerel, Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed",26807,2437.00
Hillsborough,PE,Rocky Point,46.20736,-63.14716,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Kelps, Rockweed, Widgeon grass",12156,1105.09
Hillsborough,PE,West River/Causeway,46.188544,-63.232663,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common red algae, Eelgrass, Green algae, Rockweed",21748,1977.09
Malpèque Bay,PE,Beech Point,46.494013,-63.747559001,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece",19145,1740.45
Malpèque Bay,PE,Belmont Park,46.5153,-63.8311,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Unknown species, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed",13886,1262.36
Malpèque Bay,PE,Keirs Shore,46.525798,-63.697348999,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",17129,1557.18
Malpèque Bay,PE,Montgomery Road,46.559339432,-63.711283524,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Kelps, Rockweed, Widgeon grass",15577,1416.09
Malpèque Bay,PE,Old Ferry Road,46.512100991,-63.888895787,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Eelgrass, Green algae, Rockweed, Widgeon grass",17457,1587.00
Malpèque Bay,PE,Ramsay Farm,46.5862,-63.852168,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Eel, Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Widgeon grass",12964,1178.55
Mill River,PE,Al Peter's,46.758934,-64.141007,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae, Widgeon grass",68060,4253.75
Mill River,PE,Boat Launch,46.780395,-64.112115,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(1), 2017(2), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Green Fleece",44524,2782.75
Mill River,PE,Long Creek,46.763,-64.146667,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Grass Shrimp, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae, Widgeon grass",55607,3475.44
Mill River,PE,Meggison Creek,46.773778,-64.126831,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(1), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae, Widgeon grass",96672,6042.00
Mill River,PE,Resort,46.749806,-64.151997,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Trout Species, Winter Flounder","Eelgrass, Green algae, Widgeon grass",70005,4667.00
Mill River,PE,Waterview Rd.,46.760927,-64.12676,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae, Rockweed, Widgeon grass",72429,4526.81
Murray River,PE,Big Basin,46.046019,-62.537162,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(2), 2015(3), 2016(3), 2017(3)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Rockweed, Widgeon grass",10175,782.69
Murray River,PE,Cemetery,46.008167,-62.514202,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",15214,1014.27
Murray River,PE,Clows Point,46.048606,-62.52941,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Eel, Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Rock Gunnel, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Unknown species, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Common red algae, Eelgrass, Green algae, Rockweed",16719,1114.60
Murray River,PE,Machons Point,46.018891,-62.511072,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Kelps, Rockweed",13651,910.07
Murray River,PE,Nicolle Cove,46.023203,-62.537107,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Eelgrass, Green algae, Rockweed",17296,1153.07
Murray River,PE,Sharams Point,46.020309,-62.525012,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, White Hake, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",24245,1616.33
Pinette,PE,Causeway North,46.06005,-62.90985,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",28710,1914.00
