project_code__code_du_projet,sample_number__numéro_d'échantillon,waterbody_name__nom_masse_d'eau,collection_date__date_de_collecte,net/trap_type__type_filet/piège,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,dissection_date__date_dissection,fork_length__longueur_fourche,total_length__longueur_totale,total_mass__masse_totale,dna_tube_size__taille_tube_adn,notes__notes
MLR21,186,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,8,8.4,6.9,2,"Small Gut Samples, some contain intestinal tract in 2 ml tube"
MLR21,187,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,9.6,10,8.8,2,No liver
MLR21,188,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,9.1,9.6,8.9,2,
MLR21,189,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,9.5,10.1,10.7,2,
MLR21,190,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,8.9,9.4,8.4,2,
MLR21,191,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,9,9.6,9.3,2,
MLR21,192,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,8.6,9,8.3,2,
MLR21,193,Miramichi,2021/06/09,Fyke,Perca flavescens,Yellow Perch,Y.P.,2021/12/21,9,9.8,10.8,2,
MLR22,194,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/08,14.5,15.7,44.3,2,
MLR22,195,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/08,13.6,14.4,34.9,2,
MLR22,196,Miramichi,2022/06/22,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/08,19.7,22.6,111,2,
MLR22,197,Miramichi,2022/06/22,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/08,26.1,26.8,197,2,
MLR22,198,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/08,10,10.7,14,2,
MLR22,199,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,12.3,12.8,26.8,2,
MLR22,200,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.3,13.8,33.1,2,
MLR22,201,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13,13.9,32.9,2,
MLR22,202,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.4,14.3,36.1,2,Insect observed in stomach 
MLR22,203,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,12.9,13.8,32.7,2,
MLR22,204,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.3,13.9,32.9,2,
MLR22,205,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.4,14.2,36.1,2,
MLR22,206,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.7,14.4,37.2,2,
MLR22,207,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.3,14.2,31.6,2,
MLR22,208,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,10.4,10.9,13.9,2,
MLR22,209,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,12.7,13.7,29.6,2,
MLR22,210,Miramichi,2022/06/22,N/A,Morone americana,White Perch,W.P.,2022/07/12,13.7,14.5,35.7,2,
MLR22,211,Miramichi,2022/06/22,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/12,11.3,11.6,14.2,2,
MLR22,212,Miramichi,2022/06/22,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/12,12.2,12.7,20.2,2,
MLR22,213,Miramichi,2022/06/22,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/12,21.4,22.2,137.9,2,
MLR22,214,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/12,23.9,24.5,140.2,2,Parasites in stomach
MLR22,215,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/12,22.8,23.8,130.9,2,Parasites in stomach
MLR22,216,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/12,24,27.1,145.6,2,
MLR22,217,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/12,24.1,27.3,150.2,2,Lots of parasites in stomach 
MLR22,218,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,18.6,19.4,87.1,2,
MLR22,219,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,11.3,11.9,19.1,2,
MLR22,220,Miramichi,2022/06/21,N/A,Morone americana,White Perch,W.P.,2022/07/14,19.6,20.8,125,5,
MLR22,221,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,12.6,13.2,25.4,2,Black spot
MLR22,222,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,11.4,11.9,12.6,2,
MLR22,223,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,10.4,10.8,14.8,2,
MLR22,224,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,10.4,10.8,13.9,2,
MLR22,225,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,11.1,11.7,16.6,2,
MLR22,226,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,24.4,25.1,190.7,5,Had smaller YP in stomach
MLR22,227,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,10.9,11.4,15.7,2,
MLR22,228,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,11,11.7,17,2,
MLR22,229,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,10.3,10.8,12.7,2,
MLR22,230,Miramichi,2022/06/21,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/07/14,19.8,20.7,78.1,5,Had toebitter in stomach 
MLR22,231,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.1,14,32.3,2,
MLR22,232,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.4,14.4,34.8,2,
MLR22,233,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.1,14.2,35,2,
MLR22,234,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.3,12.9,25.7,2,
MLR22,235,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.1,14.2,36.4,2,
MLR22,236,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,14.3,15.5,42,2,
MLR22,237,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,14.8,17.1,53,5,
MLR22,238,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.6,14.9,34.3,2,
MLR22,239,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.5,13.4,26.6,2,
MLR22,240,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.7,13.7,24.7,2,
MLR22,241,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12,13.1,25.1,2,
MLR22,242,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,10.3,11.4,17.6,2,
MLR22,243,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,11.3,12.1,21.7,2,
MLR22,244,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,11.9,13.1,26.1,2,
MLR22,245,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,11.7,12.9,23.9,2,
MLR22,246,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,11.9,12.9,22.9,2,Black spot on fish
MLR22,247,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.1,14.3,29.4,2,
MLR22,248,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.1,13.3,25.4,2,
MLR22,249,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,14.5,15.5,43.7,2,Small liver sample powdered
MLR22,250,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12,13.1,25.2,2,
MLR22,251,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13.3,14.5,30.6,2,
MLR22,252,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.9,14,27.5,2,Liver degraded badly unable to collect
MLR22,253,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,13,14,28.4,2,
MLR22,254,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.1,13.1,22.8,2,
MLR22,255,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,12.6,13.8,24.6,2,
MLR22,256,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,10.7,11.6,16.9,2,
MLR22,257,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,11.5,12.6,18.6,2,
MLR22,258,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/15,10.8,12,16.2,2,
MLR22,259,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,11.6,12.8,24.4,2,
MLR22,260,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.6,13.7,28.4,2,
MLR22,261,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.7,13.9,29.9,2,
MLR22,262,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.9,14,27.3,2,
MLR22,263,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,13.1,14,29.9,2,
MLR22,264,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,13.3,14.4,38.5,2,
MLR22,265,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,14.2,15.6,39.3,2,
MLR22,266,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,14.7,16.1,47.4,2,
MLR22,267,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.8,14.2,29.2,2,
MLR22,268,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,11.4,12.6,19.9,2,
MLR22,269,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.9,14,28.9,2,
MLR22,270,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.9,14.1,27.7,2,
MLR22,271,Miramichi,2022/06/21,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/18,12.6,14,28.4,2,
MLR22,272,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,11.7,12.5,20.4,2,
MLR22,273,Miramichi,2022/06/21,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/18,12.7,13.7,26.1,2,
MLR22,274,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,13.4,14.3,13,2,
MLR22,275,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,17.7,18.8,78.8,2,
MLR22,276,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,15.5,16.5,52.7,2,Very little stomach content 
MLR22,277,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,22.2,23.8,158,2,Black spot fins
MLR22,278,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,17.9,19.2,75.7,2,Black spot
MLR22,279,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,20,21.4,101,2,Black spot
MLR22,280,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,14.6,15.5,35.9,2,No liver degraded badly 
MLR22,281,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,13.1,14.2,27.8,2,Very little stomach content 
MLR22,282,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,13.5,14.4,30.1,2,
MLR22,283,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,22.5,24,154.8,2,
MLR22,284,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,22.9,24.4,150,2,
MLR22,285,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/18,24.7,26.1,182,2,Insects in intestine
MLR22,286,Miramichi,2022/06/22,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/07/19,11.3,12.1,19.9,2,Very little stomach content 
MLR22,287,Miramichi,2022/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/19,17.7,19.3,68.2,2,
MLR22,288,Miramichi,2022/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/19,13.5,14.9,32.4,2,
MLR22,289,Miramichi,2022/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/19,13.3,14.4,31.2,2,
MLR22,290,Miramichi,2022/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/19,20.5,22.1,112.8,2,
MLR22,291,Miramichi,2022/06/22,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/19,18.9,20.7,91.4,2,
MLR22,292,Miramichi,2022/06/22,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/19,7.5,8.2,5.4,2,Really small liver sample
MLR22,293,Miramichi,2022/06/22,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/19,8.5,9.5,9.3,2,No liver smaple
MLR22,294,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,26.7,30.6,359.5,2,
MLR22,295,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,25.9,31,345.7,5,
MLR22,296,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,31.1,37.1,581.4,5,No liver
MLR22,297,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,27.7,32.6,400.4,5,
MLR22,298,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,28.5,33.4,415.8,5,
MLR22,299,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,28.4,30.6,338.9,5,Small stomach content to fish size
MLR22,300,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/19,17.9,18.2,94.7,2,No scales
MLR22,301,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/19,17.4,18.6,105.1,2,No scales
MLR22,302,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/19,17,17.6,83.4,2,No scales
MLR22,303,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/19,16.5,17.1,86.8,2,No scales
MLR22,304,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/19,24.1,25,219,5,No scales and smaller fish inside 
MLR22,305,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,29.3,31.6,346.5,5,
MLR22,306,Miramichi,2022/06/22,N/A,Castostomus commersonii,White Sucker,W.S.,2022/07/19,36,38.2,587.1,5,
MLR22,307,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.8,25.7,121.1,2,"Parasite, Female and very little stomach content "
MLR22,308,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,25.1,28.2,173.5,2,Male and very little in stomach 
MLR22,309,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,25.2,27.4,152.2,2,Male
MLR22,310,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.7,26.2,130.5,2,Male?
MLR22,311,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.3,25.7,128.5,2,Male
MLR22,312,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,24.2,27.4,148.9,2,Male and very little stomach 
MLR22,313,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,24.6,27.7,152.8,2,Male tiny insects in stomach 
MLR22,314,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.4,26.6,133.1,2,Male small amount stomach cartilllage 
MLR22,315,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,22.8,25.6,124.5,2,Male small amount stomach 
MLR22,316,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,25,28.4,166.9,2,Female small amount stomach 
MLR22,317,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.6,26.6,130.9,2,Female small amount stomach 
MLR22,318,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,24.1,27.3,142,2,Male small amount stomach 
MLR22,319,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23,26.1,115.2,2,Male?
MLR22,320,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.3,26.1,130.2,2,Male small amount in stomach 
MLR22,321,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.5,26.7,139.5,2,Male very little in stomach 
MLR22,322,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,22.5,25.4,122.1,2,Male
MLR22,323,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,22.8,25.3,118.7,2,Female very little stomach content
MLR22,324,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.4,26,132.8,2,Female small amount in stomach 
MLR22,325,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,25.5,28.5,173.4,2,Female small amount of stomach content 
MLR22,326,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.7,26.4,142.6,2,Male very little stomach content 
MLR22,327,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/20,23.8,26.8,139,2,Feamle very little stomach content 
MLR22,328,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,23.7,26.4,156.1,2,Very little stomach content 
MLR22,329,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,24.2,27.7,168.4,2,Very little stomach content 
MLR22,330,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,24.1,25.6,137.2,2,Very little stomach content 
MLR22,331,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,24.3,26.9,152.1,2,Very little stomach content 
MLR22,332,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,23.5,25.8,139.8,2,Very little stomach content 
MLR22,333,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,23.2,26.1,123.6,2,Very small amount
MLR22,334,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,23.9,26.7,130.4,2,Small amount of stomach content
MLR22,335,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,26.2,29.1,177.1,2,Small amount of stomach content
MLR22,336,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,24.7,27.3,151.8,2,Small amount of stomach content
MLR22,337,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,23,25.1,134.9,2,Broken caudal fin and small amount of stomach c.
MLR22,338,Miramichi,2022/06/22,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/22,24.5,27.4,143.8,2,Small amount of stomach c.
MLR22,339,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.3,18.7,88.2,2,No scales
MLR22,340,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,16.9,17.3,76.9,2,No scales
MLR22,341,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.3,18.6,99.1,2,No scales and fins in stomach
MLR22,342,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,19.2,19.6,104.6,2,No scales
MLR22,343,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,10.9,11.2,18.4,2,No scales
MLR22,344,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,15.1,15.6,50.9,2,No scales
MLR22,345,Miramichi,2022/06/22,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,19.2,19.4,102.6,2,No scales and scales in stomach of other fish 
MLR22,346,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,17.5,17.9,76.8,2,No scales 
MLR22,347,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.5,18.7,121.5,2,No scales and fish in stomach
MLR22,348,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.2,18.5,87.3,2,No scales
MLR22,349,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,20.4,20.8,119.3,2,No scales 
MLR22,350,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.6,18.9,86.6,2,No scales 
MLR22,351,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,18.3,18.5,109,2,No scales and fish in stomach
MLR22,352,Miramichi,2022/06/21,N/A,Ameiurus nebulosus,Brown Bullhead,B.B.,2022/07/22,24.5,25.2,228.4,2,No scales 
MLR22,353,Miramichi,2022/06/01,N/A,Anguilla rostrata,Amercian Eel,A.E.,2022/07/25,60,60,452.7,50,Pectoral fin instead of pelvic fin and small stomach content 
MLR22,354,Miramichi,2022/06/01,N/A,Anguilla rostrata,Amercian Eel,A.E.,2022/07/25,63.5,63.5,545.8,50,""" fish in intestine "
MLR22,355,Miramichi,2022/06/01,N/A,Anguilla rostrata,Amercian Eel,A.E.,2022/07/25,67.8,67.8,658,50,""""
MLR22,356,Miramichi,2022/06/01,N/A,Anguilla rostrata,Amercian Eel,A.E.,2022/07/25,67.5,67.5,660.3,50,""" fish in stomach degraded heavily "
MLR22,357,McKiel,2022/06/23,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/25,25.5,27.7,167.8,2,Male 
MLR22,358,McKiel,2022/06/23,N/A,Alosa pseudoharengus,Alewife,ALE,2022/07/25,24.3,26.3,131.6,2,Male small amouint in stomach and Accidentally got liver in stomach samples mixed together for SIA
MLR22,366,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,16.4,18.1,62.5,2,
MLR22,367,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,16,17.7,53.9,2,
MLR22,368,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,19.7,21.8,97.5,2,
MLR22,369,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,12.9,14.2,29.1,2,Liver degraded badly 
MLR22,370,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,13.8,15.1,35.5,2,
MLR22,371,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,15.1,16.6,39,2,Eroded caudal fin
MLR22,372,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,16.1,17.7,56.3,2,
MLR22,373,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,16.7,18.6,65.3,2,
MLR22,374,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,14.4,15.8,38.3,2,No liver
MLR22,375,McKiel,2022/06/23,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/26,11.6,12.8,28.5,2,
MLR22,376,McKiel,2022/06/23,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/26,11.1,12.4,22.6,2,
MLR22,377,McKiel,2022/06/23,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/26,11.5,12.4,25,2,
MLR22,378,McKiel,2022/06/23,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/07/26,12.3,13.4,31.3,2,
MLR22,379,McKiel,2022/06/23,N/A,Morone americana,White Perch,W.P.,2022/07/26,20.5,22,135.9,2,
MLR22,380,McKiel,2022/06/23,N/A,Morone americana,White Perch,W.P.,2022/07/26,18.6,19.4,102.4,2,
MLR22,381,McKiel,2022/06/23,N/A,Morone americana,White Perch,W.P.,2022/07/26,21.3,23.1,147.8,2,
MLR22,382,McKiel,2022/06/23,N/A,Morone americana,White Perch,W.P.,2022/07/26,29,30.5,403.4,5,Eroded caudal fin
MLR22,383,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,14.5,15.7,40.7,2,
MLR22,384,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,12.2,13.4,25.8,2,
MLR22,385,McKiel,2022/06/23,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/07/26,14,16.5,41.2,2,
