"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total"
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,9,"otolith",41
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,10,"otolith",68
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,6,"otolith",24
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,7,"otolith",55
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,8,"otolith",11
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,9,"otolith",68
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,10,"otolith",25
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,6,"otolith",82
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,7,"otolith",109
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,8,"otolith",39
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,9,"otolith",82
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,6,"otolith",62
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,7,"otolith",26
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,8,"otolith",44
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,9,"otolith",46
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,10,"otolith",50
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,4,"otolith",25
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,5,"otolith",88
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,6,"otolith",27
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,5,"otolith",50
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,6,"otolith",71
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,5,"otolith",119
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,6,"otolith",132
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,7,"otolith",53
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,4,"otolith",24
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,5,"otolith",167
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,6,"otolith",88
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,9,"otolith",19
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,5,"otolith",118
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,6,"otolith",45
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,7,"otolith",33
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,4,"otolith",24
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,5,"otolith",87
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,6,"otolith",60
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,7,"otolith",17
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,5,"otolith",60
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,6,"otolith",63
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,6,"otolith",16
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,5,"otolith",74
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,6,"otolith",15
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,5,"otolith",159
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,6,"otolith",7
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,10,"otolith",4
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,5,"otolith",12
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,6,"otolith",4
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,7,"otolith",12
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,4,"otolith",5
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,5,"otolith",73
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,6,"otolith",35
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,5,"otolith",221
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,6,"otolith",99
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,8,"otolith",76
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,5,"otolith",35
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,6,"otolith",42
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,7,"otolith",52
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,5,"otolith",103
"Observers","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,7,"otolith",12
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1970,9,"otolith",93
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1971,9,"otolith",271
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1972,9,"otolith",134
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1973,9,"otolith",261
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1974,9,"otolith",230
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1975,9,"otolith",189
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1976,9,"otolith",126
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1977,9,"otolith",172
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1978,9,"otolith",254
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1978,10,"otolith",5
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1979,9,"otolith",307
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1979,10,"otolith",44
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1980,9,"otolith",378
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1981,9,"otolith",383
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1982,9,"otolith",257
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1983,9,"otolith",232
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1984,8,"otolith",115
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1984,9,"otolith",167
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1985,9,"otolith",334
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1986,9,"otolith",627
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1987,8,"otolith",73
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1987,9,"otolith",466
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1988,9,"otolith",737
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1989,9,"otolith",606
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,9,"otolith",579
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,9,"otolith",561
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,9,"otolith",733
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,9,"otolith",1345
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1994,9,"otolith",717
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1995,9,"otolith",996
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1996,9,"otolith",1125
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1997,9,"otolith",1170
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1998,9,"otolith",796
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1999,9,"otolith",975
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2000,9,"otolith",1031
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2001,9,"otolith",761
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2002,9,"otolith",1109
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2003,9,"otolith",552
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2004,9,"otolith",1187
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2005,9,"otolith",728
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2006,9,"otolith",1064
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2007,9,"otolith",992
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,8,"otolith",256
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,9,"otolith",706
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2009,9,"otolith",885
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2010,9,"otolith",829
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,9,"otolith",597
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,10,"otolith",11
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,9,"otolith",636
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2013,9,"otolith",667
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,9,"otolith",748
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,9,"otolith",774
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,9,"otolith",633
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,9,"otolith",503
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,9,"otolith",387
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,9,"otolith",638
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,9,"otolith",230
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,10,"otolith",176
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,8,"otolith",18
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,9,"otolith",890
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2022,9,"otolith",706
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,9,"otolith",848
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,10,"otolith",207
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,8,"otolith",212
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,9,"otolith",611
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1975,8,"otolith",40
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1982,7,"otolith",11
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,5,"otolith",11
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,6,"otolith",27
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,7,"otolith",8
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,5,"otolith",47
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,6,"otolith",35
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,6,"otolith",12
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,4,"otolith",16
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,5,"otolith",26
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,6,"otolith",11
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,5,"otolith",30
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,6,"otolith",16
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1970,9,"otolith",74
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1971,9,"otolith",199
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1972,9,"otolith",186
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1973,9,"otolith",202
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1974,9,"otolith",317
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1975,9,"otolith",261
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1976,9,"otolith",193
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1977,9,"otolith",275
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1978,9,"otolith",327
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1978,10,"otolith",40
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1979,9,"otolith",320
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1979,10,"otolith",34
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1980,9,"otolith",436
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1981,9,"otolith",328
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1982,9,"otolith",289
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1983,9,"otolith",206
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1984,8,"otolith",47
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1984,9,"otolith",162
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1985,9,"otolith",247
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1986,9,"otolith",621
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2000,9,"otolith",1072
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2001,9,"otolith",676
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2002,9,"otolith",1186
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2003,9,"otolith",498
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2004,9,"otolith",1061
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2005,9,"otolith",843
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2006,9,"otolith",1216
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2007,9,"otolith",1274
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2008,8,"otolith",186
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2008,9,"otolith",1080
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2009,9,"otolith",935
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2010,9,"otolith",1043
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2011,9,"otolith",809
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2011,10,"otolith",73
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2012,9,"otolith",1036
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2013,9,"otolith",819
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2014,9,"otolith",848
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2015,9,"otolith",824
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2016,9,"otolith",721
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2017,9,"otolith",414
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,9,"otolith",387
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,10,"otolith",87
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,9,"otolith",668
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,9,"otolith",343
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,10,"otolith",122
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,8,"otolith",4
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,9,"otolith",867
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,9,"otolith",580
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2023,9,"otolith",812
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2023,10,"otolith",26
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2024,8,"otolith",189
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2024,9,"otolith",715
